"Module"	"Genome"	"Pathwayperc"
"Glycerol transport system"	"cgsum"	0
"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	"cgsum"	0
"Cysteine biosynthesis, methionine => cysteine"	"cgsum"	0
"PTS system, D-glucosaminate-specific II component"	"cgsum"	0
"Oxygenic photosynthesis in plants and cyanobacteria"	"cgsum"	0
"Anoxygenic photosynthesis in purple bacteria"	"cgsum"	0
"Anoxygenic photosynthesis in green nonsulfur bacteria"	"cgsum"	0
"Anoxygenic photosynthesis in green sulfur bacteria"	"cgsum"	0
"Nitrate assimilation"	"cgsum"	0
"Sulfate-sulfur assimilation"	"cgsum"	0
"Methanogen"	"cgsum"	0
"Acetogen"	"cgsum"	0
"Xylobiose transport system"	"cgsum"	0
"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	"cgsum"	0
"Nicotinate degradation, nicotinate => fumarate"	"cgsum"	0
"Phthalate degradation, phthalate => protocatechuate"	"cgsum"	0
"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	"cgsum"	0
"Methicillin resistance"	"cgsum"	0
"beta-Lactam resistance, Bla system"	"cgsum"	0
"beta-Lactam resistance, AmpC system"	"cgsum"	0
"D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	"cgsum"	0
"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	"cgsum"	0
"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	"cgsum"	0
"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	"cgsum"	0
"Oleandomycin transport system"	"cgsum"	0
"Tetracycline resistance, TetAB(46) transporter"	"cgsum"	0
"Anthranilate degradation, anthranilate => catechol"	"cgsum"	0
"Salicylate degradation, salicylate => gentisate"	"cgsum"	0
"Multidrug resistance, efflux pump MexCD-OprJ"	"cgsum"	0
"Multidrug resistance, efflux pump MexEF-OprN"	"cgsum"	0
"Multidrug resistance, efflux pump MexJK-OprM"	"cgsum"	0
"Multidrug resistance, efflux pump MexXY-OprM"	"cgsum"	0
"Vanadium resistance, efflux pump MexGHI-OpmD"	"cgsum"	0
"Multidrug resistance, efflux pump SmeABC"	"cgsum"	0
"Multidrug resistance, efflux pump AcrAD-TolC"	"cgsum"	0
"Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF"	"cgsum"	0
"Multidrug resistance, efflux pump MdtABC"	"cgsum"	0
"Multidrug resistance, efflux pump AdeABC"	"cgsum"	0
"Vancomycin resistance, D-Ala-D-Lac type"	"cgsum"	0
"Vancomycin resistance, D-Ala-D-Ser type"	"cgsum"	0
"AauS-AauR (acidic amino acids utilization) two-component regulatory system"	"cgsum"	0
"ParS-ParR (polymyxin-adaptive resistance) two-component regulatory system"	"cgsum"	0
"AdeS-AdeR two-component regulatory system"	"cgsum"	0
"VanS-VanR (VanB type vancomycin resistance) two-component regulatory system"	"cgsum"	0
"VanS-VanR (VanE type vancomycin resistance) two-component regulatory system"	"cgsum"	0
"VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system"	"cgsum"	0
"Xanthomonas spp. pathogenicity signature, T3SS and effectors"	"cgsum"	0
"Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	"cgsum"	0
"Hk1-Rrp1 (glycerol uptake and utilization) two-component regulatory system"	"cgsum"	0
"SsrA-SsrB two-component regulatory system"	"cgsum"	0
"Nodulation"	"cgsum"	0
"Tetracycline resistance, efflux pump"	"cgsum"	0
"Tetracycline resistance, TetA transporter"	"cgsum"	0
"gamma-Hexachlorocyclohexane transport system"	"cgsum"	0
"Mce transport system"	"cgsum"	0
"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	"cgsum"	0
"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	"cgsum"	0
"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	"cgsum"	0
"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	"cgsum"	0
"PI3K-Akt signaling"	"cgsum"	0
"Wnt signaling"	"cgsum"	0
"Hedgehog signaling"	"cgsum"	0
"BMP signaling"	"cgsum"	0
"TGF-beta signaling"	"cgsum"	0
"Activin signaling"	"cgsum"	0
"Notch signaling"	"cgsum"	0
"Hippo signaling"	"cgsum"	0
"JAK-STAT signaling"	"cgsum"	0
"Apoptotic machinery"	"cgsum"	0
"Toll-like receptor signaling"	"cgsum"	0
"MAPK (ERK1/2) signaling"	"cgsum"	0
"MAPK (JNK) signaling"	"cgsum"	0
"MAPK (p38) signaling"	"cgsum"	0
"MAPK (ERK5) signaling"	"cgsum"	0
"DNA damage-induced cell cycle checkpoints"	"cgsum"	0
"Cell cycle - G1/S transition"	"cgsum"	0
"Cell cycle - G2/M transition"	"cgsum"	0
"cGMP signaling"	"cgsum"	0
"cAMP signaling"	"cgsum"	0
"Multidrug resistance, efflux pump AcrEF-TolC"	"cgsum"	0
"Multidrug resistance, efflux pump MdtEF-TolC"	"cgsum"	0
"Multidrug resistance, efflux pump BpeEF-OprC"	"cgsum"	0
"Multidrug resistance, efflux pump AmeABC"	"cgsum"	0
"Multidrug resistance, efflux pump AbcA"	"cgsum"	0
"Multidrug resistance, efflux pump EmrAB"	"cgsum"	0
"Multidrug resistance, efflux pump NorB"	"cgsum"	0
"Tetracycline resistance, efflux pump Tet38"	"cgsum"	0
"Multidrug resistance, efflux pump MepA"	"cgsum"	0
"Multidrug resistance, EfrAB transporter"	"cgsum"	0
"Multidrug resistance, MdlAB/SmdAB transporter"	"cgsum"	0
"Multidrug resistance, PatAB transporter"	"cgsum"	0
"Macrolide resistance, MacAB-TolC transporter"	"cgsum"	0
"Multidrug resistance, efflux pump EbrAB"	"cgsum"	0
"Multidrug resistance, efflux pump MdtIJ"	"cgsum"	0
"Multidrug resistance, efflux pump YkkCD"	"cgsum"	0
"Fluoroquinolone resistance, efflux pump LfrA"	"cgsum"	0
"Multidrug resistance, efflux pump QacA"	"cgsum"	0
"Lincosamide resistance, efflux pump LmrB"	"cgsum"	0
"ArlS-ArlR (virulence regulation) two-component regulatory system"	"cgsum"	0
"Multidrug resistance, efflux pump NorA"	"cgsum"	0
"Multidrug resistance, efflux pump MexAB-OprM"	"cgsum"	0
"Ihk-Irr (virulence regulation) two-component regulatory system"	"cgsum"	0
"Multidrug resistance, efflux pump VexEF-TolC"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptA"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, N-acetylmuramoyl-L-alanine amidase AmiA and AmiC"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading factors DegP and DsbA"	"cgsum"	0
"Fluoroquinolone resistance, gyrase-protecting protein Qnr"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter"	"cgsum"	0
"Cationic antimicrobial peptide transport system"	"cgsum"	0
"GraS-GraR (cationic antimicrobial peptide transport) two-component regulatory system"	"cgsum"	0
"BraS-BraR (bacitracin transport) two-component regulatory system"	"cgsum"	0
"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	"cgsum"	0
"Bacitracin resistance, VraDE transporter"	"cgsum"	0
"Bacitracin resistance, BceAB transporter"	"cgsum"	0
"Cationic peptide transport system"	"cgsum"	0
"Methylaspartate cycle"	"cgsum"	0
"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	"cgsum"	0
"Aminoglycoside resistance, protease FtsH"	"cgsum"	0
"Aminoglycoside resistance, protease HtpX"	"cgsum"	0
"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE"	"cgsum"	0
"Imipenem resistance, repression of porin OprD"	"cgsum"	0
"Multidrug resistance, repression of porin OmpF"	"cgsum"	0
"Nisin resistance, phage shock protein homolog LiaH"	"cgsum"	0
"Erythromycin resistance, macrolide 2-phosphotransferase I MphA	K19060	Drug resistance	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00760+02	Erythromycin resistance, macrolide 2-phosphotransferase I MphA"	"cgsum"	0
"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	"cgsum"	0
"Copper-processing system"	"cgsum"	0
"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	"cgsum"	0
"PTS system, fructoselysine/glucoselysine-specific II component"	"cgsum"	0
"Multidrug resistance, efflux pump Bmr"	"cgsum"	0
"Streptomycin resistance, deactivating enzyme StrAB"	"cgsum"	0
"Multidrug resistance, efflux pump OqxAB"	"cgsum"	0
"Multidrug resistance, efflux pump GesABC"	"cgsum"	0
"Multidrug resistance, efflux pump MexPQ-OpmE"	"cgsum"	0
"PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system"	"cgsum"	0
"FitF-FitH (insecticidal toxin regulation) two-component regulatory system"	"cgsum"	0
"HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system"	"cgsum"	0
"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	"cgsum"	0
"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	"cgsum"	0
"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	"cgsum"	0
"Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin"	"cgsum"	0
"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	"cgsum"	0
"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	"cgsum"	0
"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	"cgsum"	0
"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	"cgsum"	0
"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	"cgsum"	0
"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	"cgsum"	0
"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C"	"cgsum"	0
"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A"	"cgsum"	0
"Cycloserine biosynthesis, arginine/serine => cycloserine"	"cgsum"	0
"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A"	"cgsum"	0
"Bacilysin biosynthesis, prephenate => bacilysin"	"cgsum"	0
"Terpentecin biosynthesis, GGAP => terpentecin"	"cgsum"	0
"Rebeccamycin biosynthesis, tryptophan => rebeccamycin"	"cgsum"	0
"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin"	"cgsum"	0
"Manganese/zinc transport system"	"cgsum"	0
"dTDP-L-rhamnose biosynthesis"	"cgsum"	1
"dTDP-6-deoxy-D-allose biosynthesis"	"cgsum"	0
"dTDP-beta-L-noviose biosynthesis"	"cgsum"	0
"dTDP-D-mycaminose biosynthesis"	"cgsum"	0
"dTDP-D-desosamine biosynthesis"	"cgsum"	0
"dTDP-L-mycarose biosynthesis"	"cgsum"	0
"dTDP-L-oleandrose biosynthesis"	"cgsum"	0
"dTDP-L-megosamine biosynthesis"	"cgsum"	0
"dTDP-L-olivose biosynthesis"	"cgsum"	0
"dTDP-D-forosamine biosynthesis"	"cgsum"	0
"dTDP-D-angolosamine biosynthesis"	"cgsum"	0
"Complete nitrification, comammox, ammonia => nitrite => nitrate"	"cgsum"	0
"Staurosporine biosynthesis, tryptophan => staurosporine"	"cgsum"	0
"PTS system, maltose-specific II component"	"cgsum"	0
"PTS system, galactose-specific II component"	"cgsum"	0
"Violacein biosynthesis, tryptophan => violacein"	"cgsum"	0
"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde"	"cgsum"	0
"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde"	"cgsum"	0
"AgrC2-AgrA2 (virulence regulation) two-component regulatory system"	"cgsum"	0
"Lantibiotic transport system"	"cgsum"	0
"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose"	"cgsum"	0
"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A"	"cgsum"	0
"NisK-NisR (lantibiotic biosynthesis) two-component regulatory system"	"cgsum"	0
"FusK-FusR (virulence regulation) two-component regulatory system"	"cgsum"	0
"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone"	"cgsum"	0
"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	"gasum"	0
"Glycolysis, core module involving three-carbon compounds"	"gasum"	0
"Gluconeogenesis, oxaloacetate => fructose-6P"	"gasum"	1
"Pentose phosphate pathway (Pentose phosphate cycle)"	"gasum"	0
"PRPP biosynthesis, ribose 5P => PRPP"	"gasum"	1
"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	"gasum"	0
"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"	"gasum"	1
"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"gasum"	0
"Citrate cycle (TCA cycle, Krebs cycle)"	"gasum"	0
"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"	"gasum"	0
"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"	"gasum"	0
"Glyoxylate cycle"	"gasum"	0
"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"	"gasum"	0
"Glucuronate pathway (uronate pathway)"	"gasum"	0
"Proline biosynthesis, glutamate => proline"	"gasum"	0
"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine"	"gasum"	1
"Methionine biosynthesis, apartate => homoserine => methionine"	"gasum"	0
"Threonine biosynthesis, aspartate => homoserine => threonine"	"gasum"	1
"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"	"gasum"	1
"Serine biosynthesis, glycerate-3P => serine"	"gasum"	0
"Cysteine biosynthesis, serine => cysteine"	"gasum"	0
"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"	"gasum"	0
"Tryptophan biosynthesis, chorismate => tryptophan"	"gasum"	0
"Phenylalanine biosynthesis, chorismate => phenylalanine"	"gasum"	0
"Tyrosine biosynthesis, chorismate => tyrosine"	"gasum"	0
"Histidine biosynthesis, PRPP => histidine"	"gasum"	0
"GABA (gamma-Aminobutyrate) shunt"	"gasum"	0
"Ornithine biosynthesis, glutamate => ornithine"	"gasum"	1
"Urea cycle"	"gasum"	0
"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine"	"gasum"	0
"Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine"	"gasum"	0
"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"	"gasum"	0
"Ectoine biosynthesis, aspartate => ectoine"	"gasum"	0
"Methionine salvage pathway"	"gasum"	0
"Methionine degradation"	"gasum"	0
"Leucine degradation, leucine => acetoacetate + acetyl-CoA"	"gasum"	0
"Melatonin biosynthesis, tryptophan => serotonin => melatonin"	"gasum"	0
"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"	"gasum"	0
"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol"	"gasum"	0
"Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine"	"gasum"	0
"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline"	"gasum"	0
"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine"	"gasum"	0
"Tyrosine degradation, tyrosine => homogentisate"	"gasum"	0
"Histidine degradation, histidine => N-formiminoglutamate => glutamate"	"gasum"	0
"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"	"gasum"	0
"Creatine pathway"	"gasum"	0
"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP"	"gasum"	0
"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"	"gasum"	1
"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	"gasum"	0
"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	"gasum"	0
"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	"gasum"	1
"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	"gasum"	0
"N-glycan precursor biosynthesis"	"gasum"	0
"O-glycan biosynthesis, mucin type core"	"gasum"	0
"Glycosaminoglycan biosynthesis, linkage tetrasaccharide"	"gasum"	0
"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone"	"gasum"	0
"Glycosaminoglycan biosynthesis, heparan sulfate backbone"	"gasum"	0
"Lipopolysaccharide biosynthesis, KDO2-lipid A"	"gasum"	0
"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P"	"gasum"	0
"CMP-KDO biosynthesis"	"gasum"	0
"ADP-L-glycero-D-manno-heptose biosynthesis"	"gasum"	0
"GPI-anchor biosynthesis, core oligosaccharide"	"gasum"	0
"Lactosylceramide biosynthesis"	"gasum"	0
"Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid"	"gasum"	0
"Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer"	"gasum"	0
"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3"	"gasum"	0
"Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer"	"gasum"	0
"Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer"	"gasum"	0
"N-glycosylation by oligosaccharyltransferase"	"gasum"	0
"N-glycan precursor trimming"	"gasum"	0
"N-glycan biosynthesis, high-mannose type"	"gasum"	0
"N-glycan biosynthesis, complex type"	"gasum"	0
"Dermatan sulfate degradation"	"gasum"	0
"Chondroitin sulfate degradation"	"gasum"	0
"Heparan sulfate degradation"	"gasum"	0
"Keratan sulfate degradation"	"gasum"	0
"Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen"	"gasum"	0
"Pectin degradation"	"gasum"	0
"Fatty acid biosynthesis, initiation"	"gasum"	0
"Fatty acid biosynthesis, elongation"	"gasum"	0
"Fatty acid biosynthesis, elongation, mitochondria"	"gasum"	0
"beta-Oxidation, acyl-CoA synthesis"	"gasum"	0
"beta-Oxidation"	"gasum"	0
"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"	"gasum"	0
"Triacylglycerol biosynthesis"	"gasum"	0
"Phosphatidylcholine (PC) biosynthesis, choline => PC"	"gasum"	0
"Phosphatidylcholine (PC) biosynthesis, PE => PC"	"gasum"	0
"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE"	"gasum"	0
"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	"gasum"	0
"Ceramide biosynthesis"	"gasum"	0
"C5 isoprenoid biosynthesis, mevalonate pathway"	"gasum"	0
"C5 isoprenoid biosynthesis, non-mevalonate pathway"	"gasum"	0
"beta-Carotene biosynthesis, GGAP => beta-carotene"	"gasum"	0
"Acylglycerol degradation"	"gasum"	0
"Sphingosine biosynthesis"	"gasum"	0
"Sphingosine degradation"	"gasum"	0
"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol"	"gasum"	0
"Ergocalciferol biosynthesis"	"gasum"	0
"Cholecalciferol biosynthesis"	"gasum"	0
"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	"gasum"	0
"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate"	"gasum"	0
"Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone"	"gasum"	0
"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone"	"gasum"	0
"C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone"	"gasum"	0
"C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone"	"gasum"	0
"Tocopherol/tocotorienol biosynthesis"	"gasum"	0
"Jasmonic acid biosynthesis"	"gasum"	0
"Ascorbate biosynthesis, plants, glucose-6P => ascorbate"	"gasum"	0
"NAD biosynthesis, aspartate => NAD"	"gasum"	0
"Menaquinone biosynthesis, chorismate => menaquinone"	"gasum"	0
"Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone"	"gasum"	0
"Glutathione biosynthesis, glutamate => glutathione"	"gasum"	0
"Pantothenate biosynthesis, valine/L-aspartate => pantothenate"	"gasum"	0
"Coenzyme A biosynthesis, pantothenate => CoA"	"gasum"	0
"Heme biosynthesis, glutamate => protoheme/siroheme"	"gasum"	0
"Cobalamin biosynthesis, cobinamide => cobalamin"	"gasum"	0
"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin"	"gasum"	0
"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P"	"gasum"	0
"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD"	"gasum"	0
"Tetrahydrofolate biosynthesis, GTP => THF"	"gasum"	0
"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P"	"gasum"	0
"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone"	"gasum"	0
"Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	"gasum"	0
"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	"gasum"	0
"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	"gasum"	0
"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"	"gasum"	0
"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	"gasum"	0
"Polyamine biosynthesis, arginine => ornithine => putrescine"	"gasum"	0
"GABA biosynthesis, eukaryotes, putrescine => GABA"	"gasum"	0
"GABA biosynthesis, prokaryotes, putrescine => GABA"	"gasum"	0
"Flavanone biosynthesis, phenylalanine => naringenin"	"gasum"	0
"Flavonoid biosynthesis, naringenin => pelargonidin"	"gasum"	0
"C1-unit interconversion, prokaryotes"	"gasum"	0
"C1-unit interconversion, eukaryotes"	"gasum"	0
"NADH:ubiquinone oxidoreductase, mitochondria"	"gasum"	0
"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	"gasum"	0
"NADH:quinone oxidoreductase, prokaryotes"	"gasum"	1
"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	"gasum"	0
"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	"gasum"	0
"NADH dehydrogenase (ubiquinone) 1 beta subcomplex"	"gasum"	0
"Succinate dehydrogenase (ubiquinone)"	"gasum"	0
"Succinate dehydrogenase, prokaryotes"	"gasum"	0
"Fumarate reductase, prokaryotes"	"gasum"	0
"Cytochrome bc1 complex respiratory unit"	"gasum"	0
"Cytochrome bc1 complex"	"gasum"	0
"Cytochrome d ubiquinol oxidase"	"gasum"	0
"Cytochrome c oxidase"	"gasum"	0
"Cytochrome c oxidase, prokaryotes"	"gasum"	0
"Cytochrome c oxidase, cbb3-type"	"gasum"	0
"F-type ATPase, prokaryotes and chloroplasts"	"gasum"	0
"F-type ATPase, eukaryotes"	"gasum"	0
"V/A-type ATPase, prokaryotes"	"gasum"	1
"V-type ATPase, eukaryotes"	"gasum"	0
"Photosystem II"	"gasum"	0
"Cytochrome b6f complex"	"gasum"	0
"Photosystem I"	"gasum"	0
"Reductive pentose phosphate cycle (Calvin cycle)"	"gasum"	0
"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P"	"gasum"	0
"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P"	"gasum"	0
"CAM (Crassulacean acid metabolism), dark"	"gasum"	0
"CAM (Crassulacean acid metabolism), light"	"gasum"	0
"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"	"gasum"	0
"C4-dicarboxylic acid cycle, NAD - malic enzyme type"	"gasum"	0
"C4-dicarboxylic acid cycle, NADP - malic enzyme type"	"gasum"	0
"Reductive citrate cycle (Arnon-Buchanan cycle)"	"gasum"	0
"Methane oxidation, methanotroph, methane => formaldehyde"	"gasum"	0
"Nitrogen fixation, nitrogen => ammonia"	"gasum"	0
"Assimilatory sulfate reduction, sulfate => H2S"	"gasum"	0
"Ribosome, eukaryotes"	"gasum"	1
"Ribosome, bacteria"	"gasum"	1
"Ribosome, archaea"	"gasum"	1
"RNA polymerase II, eukaryotes"	"gasum"	0
"RNA polymerase III, eukaryotes"	"gasum"	0
"RNA polymerase I, eukaryotes"	"gasum"	0
"RNA polymerase, bacteria"	"gasum"	0
"RNA polymerase, archaea"	"gasum"	1
"Sulfate transport system"	"gasum"	0
"Tungstate transport system"	"gasum"	0
"NitT/TauT family transport system"	"gasum"	0
"Molybdate transport system"	"gasum"	0
"Iron(III) transport system"	"gasum"	0
"Thiamine transport system"	"gasum"	0
"Putative thiamine transport system"	"gasum"	0
"Putative spermidine/putrescine transport system"	"gasum"	0
"Maltose/maltodextrin transport system"	"gasum"	0
"Raffinose/stachyose/melibiose transport system"	"gasum"	0
"Putative fructooligosaccharide transport system"	"gasum"	0
"Putative sn-glycerol-phosphate transport system"	"gasum"	0
"L-Arabinose/lactose transport system"	"gasum"	0
"Putative sorbitol/mannitol transport system"	"gasum"	0
"alpha-Glucoside transport system"	"gasum"	0
"Oligogalacturonide transport system"	"gasum"	0
"Glucose/arabinose transport system"	"gasum"	0
"Trehalose/maltose transport system"	"gasum"	0
"N-Acetylglucosamine transport system"	"gasum"	0
"Cellobiose transport system"	"gasum"	0
"Putative multiple sugar transport system"	"gasum"	0
"Glycine betaine/proline transport system"	"gasum"	0
"Osmoprotectant transport system"	"gasum"	0
"Phospholipid transport system"	"gasum"	0
"Putative ABC transport system"	"gasum"	0.333333333333333
"Ribose transport system"	"gasum"	0
"L-Arabinose transport system"	"gasum"	0
"Methyl-galactoside transport system"	"gasum"	0
"D-Xylose transport system"	"gasum"	0
"Multiple sugar transport system"	"gasum"	0
"D-Allose transport system"	"gasum"	0
"Fructose transport system"	"gasum"	0
"AI-2 transport system"	"gasum"	0
"Rhamnose transport system"	"gasum"	0
"Putative simple sugar transport system"	"gasum"	0
"Phosphate transport system"	"gasum"	0
"Phosphonate transport system"	"gasum"	0
"Fluoroquinolone transport system"	"gasum"	0
"Lysine/arginine/ornithine transport system"	"gasum"	0
"Histidine transport system"	"gasum"	0
"Glutamine transport system"	"gasum"	0
"Putative glutamine transport system"	"gasum"	0
"Arginine transport system"	"gasum"	0
"Glutamate/aspartate transport system"	"gasum"	0
"Octopine/nopaline transport system"	"gasum"	0
"General L-amino acid transport system"	"gasum"	0
"Glutamate transport system"	"gasum"	0
